"Topic_No","Topic_Name","% of Corpus","SRPV_Share","sumSRPV","Date","Market","Matched_50_Top_10","Matched_60_Top_3","Matched_60_Top_5","Top_20_Words"
0,"['woman', 'men', 'shoe']",2.1,2.3,394837,2018-11-15,"en-GB",0.203838461,0.315979403,0.176671348,"woman | men | shoe | dress | clothing | shop | boot | style | jacket | range | fashion | size | online | coat | debenhams | collection | discover | bag | shirt | wide"
57,"['food', 'restaurant', 'review']",2.7,1.9,347721,2018-11-19,"en-GB",0.159170562565753,0.374479422805172,0.219722483332192,"food | restaurant | review | recipe | menu | tripadvisor | bar | pub | best | dining | chicken | drink | meal | cake | dish | eat | delicious | cuisine | table | unbiased"
58,"['inch', 'convert', 'foot']",1.1,0.8,145871,2018-11-19,"en-GB",0.148867415942874,0.139630195936254,0.109932375983228,"inch | foot | convert | conversion | centimeter | calculator | unit | meter | length | table | size | equal | formula | millimeter | stone | metric | square | kilogram | converter | pound"
59,"['centre', 'hospital', 'medical']",1.2,0.9,154699,2018-11-19,"en-GB",0.244911758739604,0.277206031509906,0.243343025221448,"hospital | medical | surgery | practice | patient | doctor | information | dental | hour | servicetreatment | appointment | trust | official | healthcare | royal | opening | clinic | contact | treatment | general"
60,"['park', 'parking', 'street']",0.8,1.2,221449,2018-11-19,"en-GB",0.150370279947917,0.351643880208333,0.21746826171875,"parking | park | street | airport | pay | charge | garage | display | hour | meter | station | private | space | map | postcode | road | opening | caravan | ride | terminal"
61,"['world', 'war', 'country']",2,2.2,404258,2018-11-19,"en-GB",0.02294725394236,0.273995064207136,0.107039779144184,"world | war | country | british | history | united | star | state | largest | life | army | battle | international | britain | american | germany | france | fact | population | soldier"
62,"['course', 'training', 'golf']",1.1,0.9,166295,2018-11-19,"en-GB",0.0544528055934111,0.360209160395805,0.136961545298335,"course | training | golf | learning | skill | college | level | club | education | qualification | apprenticeship | career | professional | offer | online | certificate | programme | degree | fitness | class"
63,"['gift', 'perfect', 'birthday']",0.8,0.8,136208,2018-11-19,"en-GB",0.0828045551960331,0.410913140311804,0.194583350842543,"gift | perfect | idea | birthday | personalised | present | box | toy | item | selection | unique | chocolate | shipping | voucher | hamper | set | baby | occasion | girl | bag"
64,"['water', 'energy', 'gas']",2.2,1.6,283401,2018-11-19,"en-GB",0.0199966042046121,0.144815237860031,0.0470472015558917,"water | energy | gas | oil | boiler | heating | electricity | air | heat | power | fuel | electric | supply | hot | supplier | heater | temperature | plant | pump | meter"
65,"['council', 'planning', 'housing']",0.9,0.7,129006,2018-11-19,"en-GB",0.114793870524645,0.26021727884118,0.188326168007564,"council | planning | housing | local | county | application | postcode | borough | district | information | area | authority | parish | town | band | england | councillor | city | east | waste"
66,"['light', 'led', 'lighting']",1.1,0.8,139344,2018-11-19,"en-GB",0.0677296773712838,0.299575292452127,0.177438342895462,"light | led | lighting | bulb | lamp | white | ceiling | outdoor | switch | wall | battery | color | colour | garden | blue | room | glass | solar | sensor | red"
67,"['dress', 'party', 'wedding']",0.8,0.7,126088,2018-11-19,"en-GB",0.100639582822633,0.206159605999153,0.0857085552559445,"dress | party | girl | wedding | costume | fancy | clothing | style | fashion | shop | woman | baby | evening | occasion | outfit | size | maxi | skirt | collection | clothes"
68,"['iphone', 'apple', 'phone']",1.2,1.1,202248,2018-11-19,"en-GB",0.0966764275256222,0.2700878477306,0.164670571010249,"iphone | apple | phone | mobile | samsung | ipad | galaxy | device | app | android | camera | sim | screen | tablet | case | battery | best | smartphone | computer | compare"
69,"['test', 'driving', 'vehicle']",1,0.8,152813,2018-11-19,"en-GB",0.0249134047777796,0.121900053664645,0.0649830061958272,"test | driving | vehicle | theory | driver | speed | licence | question | testing | check | quiz | blood | drive | broadband | book | result | dvla | practice | dvsa | answer"
70,"['image', 'stock', 'photo']",1.4,1.1,200573,2018-11-19,"en-GB",0.261393693397204,0.438902499969527,0.294486902890018,"image | photo | stock | vector | million | picture | affordable | royalty | illustration | royaltyfree | collection | art | instagram | shutterstock | cartoon | thousand | commercial | search | attribution | stunning"
71,"['cell', 'excel', 'function']",1,0.7,124874,2018-11-19,"en-GB",0.0974804429543838,0.254614108164855,0.128568525855938,"cell | excel | function | formula | column | value | table | row | data | plant | text | blood | worksheet | animal | select | click | membrane | vba | spreadsheet | date"
72,"['year', 'day', 'week']",1.3,1.1,200648,2018-11-19,"en-GB",0.0704939020281652,0.37632235024594,0.164085978033825,"year | day | week | calendar | date | month | old | new | event | age | november | ago | early | december | hour | argo | set | advent | period | fast"
73,"['bbc', 'radio', 'live']",0.8,1.3,241565,2018-11-19,"en-GB",0.0923747461069736,0.300672816519973,0.182506770480704,"radio | bbc | station | live | listen | iplayer | programme | channel | broadcast | internet | presenter | audio | dab | television | series | bitesize | broadcasting | stream | online | sport"
74,"['account', 'sign', 'access']",0.8,1.5,270286,2018-11-19,"en-GB",0.0632365508058586,0.36954231999841,0.144398736063912,"account | sign | access | log | saving | manage | create | online | payment | register | login | user | current | money | need | new | bill | gmail | app | pay"
0,"['child', 'kid', 'need']",1.7,1.2,213332,2018-11-20,"en-GB",0.0286958825087559,0.276785276314369,0.121013234442907,"child | kid | young | family | parent | learning | adult | development | age | baby | support | safeguarding | help | childrens | people | activity | need | early | education | abuse"
1,"['porn', 'video', 'sex']",2,2.4,441230,2018-11-20,"en-GB",0.658615318044137,0.855577672003462,0.754945910861099,"porn | video | sex | xxx | tube | pornhubcom | clip | watch | movie | growing | relevant | quality | high | collection | discover | teen | xhamster | gay | girl | hottest"
2,"['woman', 'men', 'shoe']",1.9,2.1,389721,2018-11-20,"en-GB",0.221149705755705,0.34273180709057,0.18419872254916,"woman | men | dress | jacket | clothing | coat | shop | fashion | style | range | shirt | debenhams | girl | discover | size | lady | online | clothes | asos | collection"
3,"['job', 'apply', 'hiring']",1.8,1.7,316145,2018-11-20,"en-GB",0.516533406855987,0.677584780810587,0.553735869864902,"job | apply | hiring | indeedcouk | site | largest | world | totaljobs | career | vacancy | recruitment | latest | salary | search | instant | manager | reedcouk | match | today | assistant"
4,"['property', 'house', 'price']",1.9,1.2,222452,2018-11-20,"en-GB",0.41017843925842,0.646777659868556,0.378931504650478,"property | house | price | sold | average | flat | rent | road | rightmove | agent | checker | bedroom | portal | estate | postcode | datadriven | exactly | tool | value | view"
5,"['school', 'primary', 'academy']",1.8,1.6,295188,2018-11-20,"en-GB",0.0740713155199702,0.402858206870869,0.208434968811098,"school | primary | academy | secondary | pupil | college | education | term | welcome | high | teacher | parent | catholic | date | girl | comparison | website | independent | church | information"
6,"['company', 'limited', 'registered']",1.8,1.2,216567,2018-11-20,"en-GB",0.466069576694636,0.654935420005657,0.552578485905534,"company | limited | registered | house | filing | information | annual | history | address | return | officer | account | director | financial | contact | office | charge | activity | registration | summary"
7,"['opening', 'map', 'contact']",1.7,1.1,208647,2018-11-20,"en-GB",0.667779615982353,0.738787787637239,0.706943400010027,"map | opening | contact | direction | local | search | road | yell | photo | hour | address | street | postcode | information | driving | review | video | location | phone | store"
8,"['christmas', 'tree', 'festive']",1.6,1.4,250741,2018-11-20,"en-GB",0.01771902993227,0.279866724928993,0.111098973126502,"christmas | tree | festive | decoration | santa | market | party | shipping | perfect | carol | item | selection | largest | craft | jumper | xmas | season | idea | ebay | december"
9,"['weather', 'forecast', 'temperature']",0.8,0.9,156172,2018-11-20,"en-GB",0.431761130928788,0.679702294446646,0.616439864359008,"weather | forecast | day | temperature | wind | rain | hourly | warning | cloud | report | accuweathercom | kingdom | united | speed | pressure | outlook | minute | precipitation | bbc | access"
10,"['game', 'play', 'online']",1.7,2.3,416891,2018-11-20,"en-GB",0.0829574742268041,0.51610824742268,0.303721005154639,"game | play | online | xbox | fun | player | unblocked | kid | math | best | puzzle | console | fortnite | gaming | nintendo | cool | board | playstation | multiplayer | playing"
11,"['window', 'microsoft', 'update']",1.3,1.7,315002,2018-11-20,"en-GB",0.0413126704426264,0.316420180406965,0.167007551919446,"window | microsoft | update | app | version | install | screen | setting | bit | driver | click | desktop | apps | door | server | open | start | fix | explorer | program"
12,"['number', 'phone', 'mobile']",1.4,1.2,209741,2018-11-20,"en-GB",0.0738523437878714,0.311781957438557,0.212928401764506,"number | phone | telephone | called | contact | calling | user | report | area | read | digit | information | fraction | plate | rating | factor | prime | decimal | customer | searched"
13,"['book', 'amazon', 'kindle']",1.3,1,183867,2018-11-20,"en-GB",0.20956775761336,0.285856470709891,0.254756734398428,"book | amazon | isbn | everyday | kindle | low | library | story | reading | author | read | fiction | store | price | novel | eligible | edition | cinema | film | hire"
14,"['news', 'latest', 'breaking']",1.7,4.3,777536,2018-11-20,"en-GB",0.163551673944687,0.674721009218826,0.342183406113537,"news | latest | bbc | breaking | story | sport | tweet | headline | live | analysis | update | daily | newspaper | radio | video | celebrity | traffic | itv | audio | politics"
15,"['english', 'translation', 'dictionary']",1.6,1.3,235310,2018-11-20,"en-GB",0.354219757157847,0.505011028545731,0.409062680686126,"english | translation | dictionary | language | french | definition | phrase | pronunciation | meaning | spanish | example | translate | german | sentence | collins | verb | translator | define | say | mean"
16,"['facebook', 'people', 'connect']",1.4,2.2,390640,2018-11-20,"en-GB",0.492752898840464,0.553666033586565,0.515106457417033,"facebook | people | connect | power | know | join | named | share | view | friend | log | profile | family | tweet | make | page | young | latest | sharing | message"
17,"['email', 'password', 'account']",1.4,3.2,581070,2018-11-20,"en-GB",0.253276899516454,0.460261187280686,0.365107501597752,"email | password | account | login | address | sign | log | username | access | enter | mail | click | user | outlook | forgotten | reset | forgot | using | gmail | send"
18,"['image', 'stock', 'photo']",1.1,0.8,151228,2018-11-20,"en-GB",0.356839449394781,0.542940180767143,0.401152949442688,"image | stock | photo | vector | million | affordable | picture | royalty | royaltyfree | illustration | collection | cartoon | shutterstock | search | thousand | commercial | art | attribution | high | stunning"
19,"['code', 'discount', 'voucher']",1.2,1.4,250679,2018-11-20,"en-GB",0.214840664627404,0.338905404046932,0.310298278115261,"code | discount | voucher | promo | november | coupon | area | tested | valid | country | verified | offer | money | latest | saving | spend | working | error | dialling | groupon"
20,"['year', 'day', 'week']",1.2,1,183582,2018-11-20,"en-GB",0.0529557995956947,0.384308583292357,0.15400480795498,"day | year | week | calendar | date | month | old | event | argo | age | november | hour | set | early | fast | ago | december | advent | collection | term"
21,"['tax', 'income', 'pay']",0.9,0.8,138181,2018-11-20,"en-GB",0.0852721933589338,0.375141179128078,0.19552368044575,"tax | income | pay | hmrc | pension | rate | allowance | benefit | vehicle | credit | payment | vat | calculator | claim | salary | employer | employee | band | personal | year"
22,"['train', 'ticket', 'bus']",1.2,1.1,193253,2018-11-20,"en-GB",0.237157797600738,0.389609058018778,0.287310864056481,"ticket | train | station | bus | trainline | live | cheap | travel | rail | europe | retailer | independent | journey | route | leading | tour | timetable | railway | event | buy"
